18, 32
18, 31
18, 33
19, 34
19, 34
20, 34
19, 33
18, 33
18, 32
18, 33
18, 34
19, 34
19, 34
19, 34
19, 32
18, 32
20, 32
20, 33
19, 34
19, 34
20, 33
21, 32
21, 31
19, 31
19, 32
18, 33
18, 34
18, 33
17, 33
17, 32
19, 33
19, 33
19, 34
17, 34
17, 34
17, 34
20, 33
20, 32
19, 32
19, 33
17, 34
17, 34
17, 34
17, 33
19, 33
19, 33
20, 34
18, 35
16, 35
16, 35
17, 34
17, 34
17, 33
18, 33
17, 34
18, 34
20, 34
20, 34
20, 34
19, 33
17, 33
16, 34
16, 34
17, 34
17, 34
17, 34
17, 34
17, 34
17, 34
17, 34
17, 34
17, 34
17, 34
17, 34
17, 33
