18, 29
18, 29
18, 29
19, 30
19, 31
20, 31
19, 30
18, 29
18, 29
18, 29
18, 30
19, 31
19, 31
19, 30
18, 30
17, 30
19, 30
19, 31
18, 31
18, 31
19, 31
20, 30
20, 29
19, 29
19, 30
18, 31
18, 31
18, 31
17, 30
17, 30
20, 30
19, 31
19, 32
17, 32
17, 32
17, 31
20, 30
20, 30
19, 30
19, 30
17, 31
17, 31
17, 31
19, 31
20, 30
19, 31
18, 32
22, 32
20, 32
17, 32
17, 32
17, 31
17, 31
18, 31
17, 31
21, 32
24, 32
18, 31
19, 31
19, 31
17, 31
16, 31
16, 32
17, 32
17, 32
17, 32
17, 31
17, 31
17, 31
17, 32
17, 32
17, 32
17, 31
17, 31
17, 31
