20, 30
19, 30
20, 31
21, 32
22, 31
22, 31
21, 30
20, 30
19, 30
20, 31
22, 32
22, 32
21, 32
21, 31
20, 31
21, 29
20, 29
22, 31
23, 32
24, 32
23, 31
22, 30
21, 29
20, 29
22, 30
22, 31
23, 31
23, 31
22, 30
22, 30
18, 27
18, 27
19, 29
21, 30
22, 31
21, 31
20, 30
19, 29
19, 28
20, 29
22, 30
22, 30
22, 31
21, 30
19, 29
18, 28
18, 27
20, 28
22, 31
21, 32
20, 31
20, 30
19, 29
19, 28
19, 28
20, 30
21, 31
22, 32
20, 31
18, 29
17, 26
16, 26
17, 27
18, 30
18, 31
18, 31
18, 29
18, 28
17, 28
17, 29
18, 30
19, 31
19, 31
19, 30
17, 28
