10, 29
11, 29
11, 31
10, 32
12, 31
12, 31
10, 30
10, 30
10, 30
10, 31
10, 32
10, 32
10, 32
10, 31
10, 31
11, 29
10, 29
12, 31
12, 32
14, 31
14, 31
13, 30
12, 29
12, 29
13, 30
13, 31
13, 31
13, 31
12, 31
12, 30
11, 28
12, 27
13, 29
14, 30
14, 32
14, 32
13, 30
12, 29
13, 28
14, 29
15, 30
15, 31
14, 31
13, 31
13, 29
12, 28
11, 28
13, 29
14, 31
14, 33
13, 32
14, 31
13, 29
13, 29
14, 30
15, 31
15, 32
15, 32
14, 31
13, 29
9, 28
9, 28
10, 30
11, 32
10, 32
9, 32
10, 30
11, 29
10, 29
9, 30
10, 31
10, 32
11, 32
10, 31
9, 29
