11, 28
11, 28
11, 27
12, 20
13, 19
13, 19
13, 19
13, 19
13, 19
12, 20
12, 20
11, 21
11, 25
11, 28
11, 28
11, 28
12, 28
12, 28
12, 26
13, 22
14, 21
14, 21
14, 21
13, 21
15, 21
13, 22
12, 22
12, 22
12, 24
12, 27
12, 28
12, 28
11, 28
10, 27
14, 27
17, 24
21, 24
14, 24
15, 24
18, 24
20, 24
19, 24
17, 24
19, 24
15, 26
12, 27
11, 27
11, 28
11, 27
11, 28
15, 29
15, 28
17, 26
11, 26
11, 26
14, 26
16, 26
17, 26
16, 26
18, 28
16, 29
14, 28
11, 28
11, 27
10, 28
10, 29
11, 31
10, 31
8, 26
8, 26
8, 26
8, 26
8, 26
9, 26
9, 30
11, 31
11, 31
11, 30
10, 29
10, 28
