11, 32
11, 31
12, 32
12, 33
12, 33
12, 33
11, 32
11, 31
11, 31
10, 31
11, 33
11, 33
10, 33
11, 33
11, 33
9, 32
9, 32
9, 33
10, 33
10, 34
12, 33
16, 32
14, 31
13, 31
13, 32
12, 33
10, 34
8, 34
8, 33
9, 33
16, 33
15, 33
14, 33
12, 34
9, 34
10, 33
14, 33
15, 32
15, 32
14, 32
11, 33
8, 34
10, 33
12, 33
14, 33
18, 33
18, 33
18, 34
18, 34
16, 34
13, 33
8, 33
9, 32
9, 32
8, 33
12, 33
16, 33
17, 33
19, 33
19, 33
15, 33
16, 33
17, 33
19, 33
19, 33
18, 33
17, 33
16, 33
15, 33
17, 33
19, 33
20, 33
20, 33
18, 33
16, 33
