18, 30
18, 30
18, 30
19, 31
19, 32
19, 32
19, 31
18, 30
18, 30
18, 30
18, 31
18, 32
18, 32
18, 31
18, 31
17, 31
19, 31
19, 32
18, 32
18, 32
19, 32
21, 31
21, 30
19, 30
19, 31
18, 32
18, 32
18, 32
17, 31
17, 31
18, 31
19, 32
19, 33
17, 33
17, 33
17, 32
20, 31
20, 31
19, 31
19, 31
17, 32
17, 32
17, 32
17, 32
18, 31
18, 32
17, 33
16, 33
16, 33
16, 33
17, 33
17, 32
17, 32
18, 32
17, 32
17, 33
17, 33
17, 32
19, 32
19, 32
17, 32
16, 32
16, 33
17, 33
17, 33
17, 33
17, 32
17, 32
17, 32
17, 33
17, 33
17, 33
17, 32
17, 32
17, 32
